id,State,source,Agricultural_2018,Non_Agricultural_2018,Agricultural_2017,Non_Agricultural_2017,Agricultural_2016,Non_Agricultural_2016,Agricultural_2015,Non_Agricultural_2015,Agricultural_2014,Non_Agricultural_2014,Agricultural_2013,Non_Agricultural_2013,Agricultural_2012,Non_Agricultural_2012,Agricultural_2011,Non_Agricultural_2011,Agricultural_2010,Non_Agricultural_2010,source_ab,target_ab
799,Chattisgarh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,CH
800,Dadra & Nagar Haveli,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,DN
801,Daman & Diu,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,DD
802,Delhi,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,DL
803,Goa,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,GA
804,Gujarat,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,GJ
805,Haryana,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,HR
806,Himachal Pradesh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,HP
807,Jammu & Kashmir,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,JK
808,Jharkhand,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,JH
809,Karnataka,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,KA
810,Kerala,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,KL
811,Lakshadeep,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,LD
812,Madhya Pradesh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,MP
813,Maharashtra,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,MH
814,Manipur,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,MN
815,Meghalaya,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,ML
816,Mizoram,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,MZ
817,Nagaland,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,NL
818,Odisha,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,OD
819,Puducherry,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,PD
820,Punjab,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,PN
821,Rajasthan,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,RJ
822,Sikkim,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,SK
823,Tamil Nadu,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,TN
824,Telangana,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,TE
825,Tripura,Meghalaya,0,0,0,57380963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,TR
826,Uttar Pradesh,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,UP
827,Uttarakhand,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,UR
828,West Bengal,Meghalaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML,WB
829,Andaman & Nicobar Islands,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,AN
830,Andhra Pradesh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,AP
831,Arunachal Pradesh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,AR
832,Assam,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,AS
833,Bihar,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,BR
834,Chandigarh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,CN
835,Chattisgarh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,CH
836,Dadra & Nagar Haveli,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,DN
837,Daman & Diu,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,DD
838,Delhi,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,DL
839,Goa,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,GA
840,Gujarat,Mizoram,0,0,0,2598735411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,GJ
841,Haryana,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,HR
842,Himachal Pradesh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,HP
843,Jammu & Kashmir,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,JK
844,Jharkhand,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,JH
845,Karnataka,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,KA
846,Kerala,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,KL
847,Lakshadeep,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,LD
848,Madhya Pradesh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,MP
849,Maharashtra,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,MH
850,Manipur,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,MN
851,Meghalaya,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,ML
852,Mizoram,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,MZ
853,Nagaland,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,NL
854,Odisha,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,OD
855,Puducherry,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,PD
856,Punjab,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,PN
857,Rajasthan,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,RJ
858,Sikkim,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,SK
859,Tamil Nadu,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,TN
860,Telangana,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,TE
861,Tripura,Mizoram,0,0,0,0,0,66926896,0,0,0,0,0,0,0,0,0,0,0,0,MZ,TR
862,Uttar Pradesh,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,UP
863,Uttarakhand,Mizoram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MZ,UR
864,West Bengal,Mizoram,0,0,0,0,0,0,289372200,0,0,0,0,0,0,0,0,0,0,0,MZ,WB
865,Andaman & Nicobar Islands,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,AN
866,Andhra Pradesh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6565020,NL,AP
867,Arunachal Pradesh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,AR
868,Assam,Nagaland,0,11480590,0,0,51422800,0,159666000,0,0,0,0,79059390,0,7774650,95515850,84967249,1223934401,1303260,NL,AS
869,Bihar,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,BR
870,Chandigarh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,CN
871,Chattisgarh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,CH
872,Dadra & Nagar Haveli,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,DN
873,Daman & Diu,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,DD
874,Delhi,Nagaland,0,0,23856234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,DL
875,Goa,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417912725,0,NL,GA
876,Gujarat,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,902701441,472770707,420047673,298787580,416492863,340774020,NL,GJ
877,Haryana,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140862821,0,149296292,0,NL,HR
878,Himachal Pradesh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,HP
879,Jammu & Kashmir,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,JK
880,Jharkhand,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,JH
881,Karnataka,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,34039650,38991580,0,112494241,0,88322208,NL,KA
882,Kerala,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,KL
883,Lakshadeep,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,LD
884,Madhya Pradesh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,MP
885,Maharashtra,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,105561251,340093584,755001706,37426411,0,49400557,NL,MH
886,Manipur,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,MN
887,Meghalaya,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,ML
888,Mizoram,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,MZ
889,Nagaland,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,NL
890,Odisha,Nagaland,0,0,0,0,0,0,0,0,0,561587312,0,0,2726859950,85068960,100580550,12485160,0,6147900,NL,OD
891,Puducherry,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,PD
892,Punjab,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,PN
893,Rajasthan,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,4140692072,71452788,59572800,1112151841,33559477,1879559409,NL,RJ
894,Sikkim,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,SK
895,Tamil Nadu,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,145693300,0,29187200,0,264704605,0,NL,TN
896,Telangana,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,TE
897,Tripura,Nagaland,0,886618028,0,28458715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,TR
898,Uttar Pradesh,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,34116750,0,0,0,57772000,0,NL,UP
899,Uttarakhand,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NL,UR
900,West Bengal,Nagaland,0,0,0,0,0,0,0,0,0,0,0,0,415543300,0,118977600,0,202455000,0,NL,WB
901,Andaman & Nicobar Islands,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,AN
902,Andhra Pradesh,Odisha,249473000,2.69143E+11,78120700,2.03248E+11,615057300,1.35624E+11,720296720,1.54991E+11,2247926500,1.39101E+11,2639557924,90702744759,1323043900,95108347529,808792650,98342892726,86609625,89905248305,OD,AP
903,Arunachal Pradesh,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,AR
904,Assam,Odisha,0,8292552880,0,8194759715,76814500,9583998459,0,6945211789,350637885,2533822244,0,3234878827,1142817914,37325488541,270943671,33974519683,98909453,29245909273,OD,AS
905,Bihar,Odisha,124061400,37078766253,1227074600,30445222898,3469394500,29526176768,501039200,36455336273,4253174595,21417963101,858330330,23970968380,0,19322849272,506249200,17953871505,427276425,13320165664,OD,BR
906,Chandigarh,Odisha,0,6713422097,0,6185505000,0,6531562657,0,5137007557,0,5936305131,0,10343769730,0,10770652703,0,9050468256,0,9526792296,OD,CN
907,Chattisgarh,Odisha,0,70802425295,0,99673005976,0,72755863779,0,64210165449,0,41578389833,0,70530029520,0,63589218404,0,54123721810,0,61131607957,OD,CH
908,Dadra & Nagar Haveli,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,DN
909,Daman & Diu,Odisha,0,85022915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,DD
910,Delhi,Odisha,0,1288778744,0,853462802,0,1064551394,0,839035038,0,349691223,0,747920497,0,37119165031,0,25158781476,0,28500610997,OD,DL
911,Goa,Odisha,0,0,0,24344893,0,0,0,0,0,0,0,0,1726527738,618866211,256152219,1508612639,240700369,1831933170,OD,GA
912,Gujarat,Odisha,0,10580863039,0,5433363138,0,3755420179,0,4349418302,0,3088989838,0,2109659200,1357455300,1.14073E+11,0,1.07749E+11,43949334,1.1751E+11,OD,GJ
913,Haryana,Odisha,0,30093316301,0,35192480248,0,28726137155,0,32914056767,0,36322274984,0,23700229248,626406755,28930997246,4794604,22487085580,109960872,13277560379,OD,HR
914,Himachal Pradesh,Odisha,83743800,0,0,1087417597,0,601279770,650435400,1446485516,175997295,1314510733,0,811763401,0,149163859,160298950,91311024,0,0,OD,HP
915,Jammu & Kashmir,Odisha,0,0,0,0,0,0,0,377808532,0,247382464,67429560,499870639,0,154636055,0,36384880,0,0,OD,JK
916,Jharkhand,Odisha,16801095950,1.63642E+11,14564976480,1.70439E+11,8791767270,2.02019E+11,6209660520,1.59147E+11,6282754830,1.23674E+11,5543254035,1.05894E+11,769869315,77562794821,1850083130,65690060743,2522819050,70149967482,OD,JH
917,Karnataka,Odisha,661425300,29357977654,307252900,18771367386,146889600,18900450634,0,16552116681,285550890,11363523550,0,8053210527,0,13909266726,0,9686159891,60107492,7359169023,OD,KA
918,Kerala,Odisha,125191800,110937464,156697611,573802143,0,909460302,243684563,1048618855,1293867803,519058426,0,374798631,235312000,560529942,0,555048566,252540500,572505711,OD,KL
919,Lakshadeep,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,LD
920,Madhya Pradesh,Odisha,0,14674822025,0,11504380123,0,6998823900,0,8146297233,0,6714491815,0,4333421110,0,5128816761,0,5832498808,0,7586519450,OD,MP
921,Maharashtra,Odisha,0,1.06422E+11,0,60492206546,0,1.02811E+11,71757400,1.27915E+11,0,76624713841,0,38111013937,1307401481,41978840535,1366052109,40026888075,3174217914,30386644294,OD,MH
922,Manipur,Odisha,0,0,0,0,0,0,0,0,0,0,0,528730696,0,0,0,0,0,0,OD,MN
923,Meghalaya,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,ML
924,Mizoram,Odisha,0,39332440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,MZ
925,Nagaland,Odisha,0,0,0,0,52368750,0,0,12603660,0,17324700,0,0,86424908,37796012816,0,31130157081,19760626,32036853249,OD,NL
926,Odisha,Odisha,0,4.93658E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,OD
927,Puducherry,Odisha,0,0,0,0,0,0,0,0,0,0,33585750,0,0,0,0,0,49977350,0,OD,PD
928,Punjab,Odisha,0,65874936266,39559500,63110020227,0,24661936045,0,16672476788,0,7396487699,0,11107034167,0,11136008817,0,22469284628,0,24396115326,OD,PN
929,Rajasthan,Odisha,0,5604009633,0,4573070893,0,6272453510,0,5860386397,0,2028853358,0,875731819,34193850,46396194261,126752463,50430998751,0,43806288035,OD,RJ
930,Sikkim,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,SK
931,Tamil Nadu,Odisha,4401906440,28763151283,8460436140,17405678577,3377402600,8023422450,1769753400,10177161352,1420654200,6628528206,631285600,8337270086,655529900,20457755011,118776000,24870907391,3395587631,19689646393,OD,TN
932,Telangana,Odisha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OD,TE
933,Tripura,Odisha,0,0,0,78750474,0,0,0,0,0,0,0,0,0,0,0,36221169,0,35552680,OD,TR
934,Uttar Pradesh,Odisha,0,1.01846E+11,0,95636310435,0,93740954949,0,88379183554,0,62916695792,0,67764616125,741213700,56932866918,207076800,39018199789,83424000,26023586449,OD,UP
935,Uttarakhand,Odisha,0,1556336697,0,3717669571,0,4545264151,0,1822011844,0,212655115,0,393468478,0,116202433,0,649838803,0,1352734357,OD,UR
936,West Bengal,Odisha,2017048375,3.041E+11,1687832775,3.16828E+11,2498722675,2.0786E+11,6910989060,2.2622E+11,2664277362,2.09105E+11,397937492,1.69074E+11,1874245600,1.57929E+11,1983977825,1.44191E+11,802184225,1.31552E+11,OD,WB
937,Andaman & Nicobar Islands,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,AN
938,Andhra Pradesh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,AP
939,Arunachal Pradesh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,AR
940,Assam,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,AS
941,Bihar,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,BR
942,Chandigarh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,CN
943,Chattisgarh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,CH
944,Dadra & Nagar Haveli,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,DN
945,Daman & Diu,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,DD
946,Delhi,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,DL
947,Goa,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,GA
948,Gujarat,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,GJ
949,Haryana,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,HR
950,Himachal Pradesh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,HP
951,Jammu & Kashmir,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,JK
952,Jharkhand,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,JH
953,Karnataka,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,KA
954,Kerala,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,KL
955,Lakshadeep,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,LD
956,Madhya Pradesh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,MP
957,Maharashtra,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,MH
958,Manipur,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,MN
959,Meghalaya,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,ML
960,Mizoram,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,MZ
961,Nagaland,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,NL
962,Odisha,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,OD
963,Puducherry,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,PD
964,Punjab,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,PN
965,Rajasthan,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,RJ
966,Sikkim,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,SK
967,Tamil Nadu,Puducherry,0,0,0,0,0,0,0,0,82318275,0,281728150,0,38697300,0,0,0,0,0,PD,TN
968,Telangana,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,TE
969,Tripura,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,TR
970,Uttar Pradesh,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,UP
971,Uttarakhand,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,UR
972,West Bengal,Puducherry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PD,WB
973,Andaman & Nicobar Islands,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,AN
974,Andhra Pradesh,Punjab,369208000,0,660416250,0,554688250,0,949866000,20152600,3809330000,0,3316153500,205266,1936367700,4058900,58620800,205266,1459887000,3353563,PN,AP
975,Arunachal Pradesh,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,AR
976,Assam,Punjab,27919495291,0,27449355332,0,34489609285,7477321,41571209230,0,28467894709,0,6672860565,0,13704418301,0,7167194538,0,13543737811,0,PN,AS
977,Bihar,Punjab,54141028750,72988500,47637238700,4854330,33393387152,10502732,44471666900,32525051,23195492525,0,12998542446,0,9131590035,0,1707565650,0,4048848050,0,PN,BR
978,Chandigarh,Punjab,0,154774132,0,421623048,75933000,399931074,121936800,669126332,49409550,438710354,28064649494,136002903,11651321410,284534081,1192795450,136084113,1959433963,191349380,PN,CN
979,Chattisgarh,Punjab,301143950,0,345345000,49381606,2010773500,0,469829000,22589450,989870000,121123570,212760000,159572319,607689350,38518596,88569600,35552680,575773000,35552680,PN,CH
980,Dadra & Nagar Haveli,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,DN
981,Daman & Diu,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,DD
982,Delhi,Punjab,1487086150,660705240,2658394050,221515140,5840907850,290926720,5900752900,284603820,4114418000,313887540,3521640089,777256773,2385732318,816461451,54688200,247337940,1392867400,705826131,PN,DL
983,Goa,Punjab,716215100,0,900708800,0,408674000,0,816256500,0,888093450,0,781844700,0,368352000,0,26623450,0,163212150,0,PN,GA
984,Gujarat,Punjab,33162420000,0,33787880250,59505856,22381046600,39707154,24068476800,26013037,28098815050,50034870,20949463010,69371131,11025618240,143579963,2022530650,62725762,5428054950,137134560,PN,GJ
985,Haryana,Punjab,0,2713638336,43192500,1652042222,496265500,2956184004,38584500,3268051021,0,3066660415,0,3979019730,70402500,2749964885,29803200,1069119084,1775600,1910079395,PN,HR
986,Himachal Pradesh,Punjab,0,94930128,0,0,0,0,0,1535639,74298000,0,6843823300,0,1940330850,0,320577950,0,202752000,0,PN,HP
987,Jammu & Kashmir,Punjab,7420284750,5773721573,10080208950,4917850515,7037209000,4603262109,8058367300,3660914020,5693932250,4404585297,6876563050,4059971890,5153775950,2534151103,1207622500,684742167,2975921800,1787962882,PN,JK
988,Jharkhand,Punjab,2671573000,0,2662603000,0,1228462100,8075567,553243100,0,70729200,0,580783500,0,2314844800,0,767435200,0,1869886700,0,PN,JH
989,Karnataka,Punjab,34117577426,0,23171983600,19342407,23290805172,0,27324967371,0,27250995182,0,24235892540,0,20379035604,55674213,6043700950,4803450,15578339909,40576826,PN,KA
990,Kerala,Punjab,3920409150,0,3743732150,0,3491684550,0,1381246100,0,8738331422,0,5805943900,34893263,5322192950,37350918,1506005200,0,3056336300,34474913,PN,KL
991,Lakshadeep,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,LD
992,Madhya Pradesh,Punjab,0,0,346276000,274238450,0,84021860,198761400,231739325,32775975,81289820,2545235100,201452086,3940145150,37711440,1987203400,0,5646970900,0,PN,MP
993,Maharashtra,Punjab,30989139450,166452240,38407436300,180375371,28131730395,7813375,31712368100,357405154,27098064425,341728015,15648941850,322405855,23542973300,1042501208,6765119550,453982236,18884910695,963767188,PN,MH
994,Manipur,Punjab,1220859800,0,567138700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,MN
995,Meghalaya,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,ML
996,Mizoram,Punjab,1421216750,0,1074944450,0,36179000,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,MZ
997,Nagaland,Punjab,2932208800,0,2250626025,0,3641656492,0,3578064724,0,2641478075,0,843337650,0,1421506400,0,885850350,0,1212176300,0,PN,NL
998,Odisha,Punjab,3575696200,5422824,4769300750,0,2861964725,0,2222806500,0,2668626850,0,4607081150,0,8214452000,0,963991350,0,1831511750,0,PN,OD
999,Puducherry,Punjab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PN,PD
